Time,Angle,AngularVelocity
101.88,24.2045,0.586586
101.92,24.2288,0.624448
101.96,24.2545,0.662112
102,24.2817,0.699513
102.04,24.3104,0.736579
102.08,24.3406,0.773239
102.12,24.3723,0.809418
102.16,24.4054,0.84504
102.2,24.4399,0.880027
102.24,24.4758,0.914301
102.28,24.513,0.947782
102.32,24.5516,0.980392
102.36,24.5914,1.01205
102.4,24.6325,1.04268
102.44,24.6748,1.0722
102.48,24.7183,1.10054
102.52,24.7629,1.12763
102.56,24.8085,1.15339
102.6,24.8551,1.17777
102.64,24.9027,1.20069
102.68,24.9512,1.22212
102.72,25.0004,1.24199
102.76,25.0505,1.26027
102.8,25.1012,1.27693
102.84,25.1526,1.29192
102.88,25.2046,1.30524
102.92,25.257,1.31687
102.96,25.3099,1.32681
103,25.3632,1.33506
103.04,25.4167,1.34163
103.08,25.4705,1.34656
103.12,25.5244,1.34985
103.16,25.5784,1.35157
103.2,25.6325,1.35174
103.24,25.6865,1.35041
103.28,25.7405,1.34766
103.32,25.7943,1.34353
103.36,25.848,1.3381
103.4,25.9014,1.33144
103.44,25.9545,1.32362
103.48,26.0072,1.31472
103.52,26.0596,1.30483
103.56,26.1116,1.29401
103.6,26.1632,1.28237
103.64,26.2142,1.26996
103.68,26.2647,1.25689
103.72,26.3147,1.24322
103.76,26.3642,1.22903
103.8,26.4131,1.2144
103.84,26.4613,1.19941
103.88,26.509,1.18411
103.92,26.5561,1.16857
103.96,26.6025,1.15287
104,26.6483,1.13705
104.04,26.6935,1.12117
104.08,26.738,1.10527
104.12,26.7819,1.08942
104.16,26.8251,1.07364
104.2,26.8678,1.05797
104.24,26.9098,1.04245
104.28,26.9512,1.02711
104.32,26.9919,1.01197
104.36,27.0321,0.997057
104.4,27.0717,0.982389
104.44,27.1107,0.967982
104.48,27.1492,0.953847
104.52,27.187,0.939993
104.56,27.2244,0.926429
104.6,27.2612,0.913157
104.64,27.2974,0.900179
104.68,27.3332,0.887495
104.72,27.3684,0.875102
104.76,27.4032,0.862996
104.8,27.4375,0.851171
104.84,27.4713,0.839618
104.88,27.5046,0.828328
104.92,27.5375,0.817292
104.96,27.57,0.806498
105,27.6021,0.795932
105.04,27.6337,0.785583
105.08,27.6649,0.775435
105.12,27.6957,0.765475
105.16,27.7262,0.755686
105.2,27.7562,0.746053
105.24,27.7858,0.736559
105.28,27.8151,0.727189
105.32,27.844,0.717925
105.36,27.8726,0.708751
105.4,27.9007,0.69965
105.44,27.9285,0.690604
105.48,27.956,0.681596
105.52,27.9831,0.67261
105.56,28.0098,0.663628
105.6,28.0361,0.654634
105.64,28.0622,0.645611
105.68,28.0878,0.636542
105.72,28.1131,0.627412
105.76,28.138,0.618204
105.8,28.1625,0.608902
105.84,28.1867,0.599491
105.88,28.2105,0.589957
105.92,28.2339,0.580283
105.96,28.2569,0.570457
106,28.2795,0.560464
106.04,28.3017,0.55029
106.08,28.3235,0.539923
106.12,28.3449,0.529349
106.16,28.3659,0.518558
106.2,28.3864,0.507536
106.24,28.4065,0.496274
106.28,28.4261,0.48476
106.32,28.4453,0.472984
106.36,28.464,0.460937
106.4,28.4821,0.448609
106.44,28.4998,0.435994
106.48,28.517,0.423082
106.52,28.5337,0.409866
106.56,28.5498,0.396341
106.6,28.5654,0.382499
106.64,28.5804,0.368336
106.68,28.5948,0.353847
106.72,28.6087,0.339028
106.76,28.622,0.323875
106.8,28.6346,0.308386
106.84,28.6466,0.292557
106.88,28.658,0.276387
106.92,28.6687,0.259876
106.96,28.6788,0.243021
107,28.6882,0.225824
107.04,28.6969,0.208285
107.08,28.7048,0.190404
107.12,28.7121,0.172183
107.16,28.7186,0.153624
107.2,28.7244,0.134728
107.24,28.7294,0.115499
107.28,28.7336,0.0959393
107.32,28.737,0.0760518
107.36,28.7397,0.0558399
107.4,28.7415,0.0353073
107.44,28.7425,0.0144577
107.48,28.7427,-0.00670524
107.52,28.742,-0.0281776
107.56,28.7404,-0.0499556
107.6,28.738,-0.0720354
107.64,28.7346,-0.0944136
107.68,28.7304,-0.117087
107.72,28.7253,-0.140051
107.76,28.7192,-0.163305
107.8,28.7122,-0.186844
107.84,28.7042,-0.210668
107.88,28.6953,-0.234774
107.92,28.6855,-0.259161
107.96,28.6746,-0.283828
108,28.6628,-0.308776
108.04,28.6499,-0.334005
108.08,28.636,-0.359516
108.12,28.6211,-0.38531
108.16,28.6052,-0.411392
108.2,28.5882,-0.437763
108.24,28.5702,-0.464428
108.28,28.5511,-0.491393
108.32,28.5309,-0.518661
108.36,28.5096,-0.54624
108.4,28.4872,-0.574137
108.44,28.4636,-0.602358
108.48,28.439,-0.630912
108.52,28.4131,-0.659807
108.56,28.3862,-0.689053
108.6,28.358,-0.718658
108.64,28.3287,-0.748631
108.68,28.2981,-0.778982
108.72,28.2664,-0.809718
108.76,28.2333,-0.84085
108.8,28.1991,-0.872384
108.84,28.1635,-0.904326
108.88,28.1267,-0.936682
108.92,28.0886,-0.969456
108.96,28.0492,-1.00265
109,28.0084,-1.03626
109.04,27.9663,-1.07029
109.08,27.9228,-1.10472
109.12,27.8779,-1.13955
109.16,27.8316,-1.17476
109.2,27.7839,-1.21033
109.24,27.7348,-1.24623
109.28,27.6842,-1.28243
109.32,27.6322,-1.31889
109.36,27.5787,-1.35556
109.4,27.5237,-1.39239
109.44,27.4673,-1.42931
109.48,27.4094,-1.46625
109.52,27.35,-1.50312
109.56,27.2891,-1.53982
109.6,27.2268,-1.57625
109.64,27.163,-1.61228
109.68,27.0978,-1.6478
109.72,27.0312,-1.68265
109.76,26.9632,-1.71668
109.8,26.8939,-1.74973
109.84,26.8233,-1.78162
109.88,26.7514,-1.81218
109.92,26.6783,-1.8412
109.96,26.6041,-1.86848
110,26.5289,-1.89384
110.04,26.4526,-1.91705
110.08,26.3755,-1.93792
110.12,26.2976,-1.95624
110.16,26.2191,-1.97181
110.2,26.1399,-1.98444
110.24,26.0603,-1.99395
110.28,25.9805,-2.00019
110.32,25.9004,-2.00299
110.36,25.8203,-2.00224
110.4,25.7402,-1.99782
110.44,25.6605,-1.98966
110.48,25.5811,-1.97769
110.52,25.5023,-1.96189
110.56,25.4242,-1.94225
110.6,25.347,-1.91879
110.64,25.2708,-1.89156
110.68,25.1957,-1.86064
110.72,25.122,-1.82613
110.76,25.0497,-1.78813
110.8,24.979,-1.7468
110.84,24.91,-1.70228
110.88,24.8428,-1.65475
110.92,24.7776,-1.60439
110.96,24.7145,-1.55138
111,24.6535,-1.49591
111.04,24.5949,-1.4382
111.08,24.5385,-1.37842
111.12,24.4846,-1.31679
111.16,24.4332,-1.25348
111.2,24.3844,-1.18869
111.24,24.3381,-1.12259
111.28,24.2946,-1.05535
111.32,24.2537,-0.98714
111.36,24.2156,-0.918107
111.4,24.1803,-0.848395
111.44,24.1477,-0.778136
111.48,24.118,-0.707453
111.52,24.0911,-0.63646
111.56,24.0671,-0.565263
111.6,24.0459,-0.493959
111.64,24.0276,-0.422637
111.68,24.0121,-0.351379
111.72,23.9995,-0.280263
111.76,23.9897,-0.20936
111.8,23.9827,-0.138737
111.84,23.9786,-0.0684575
111.88,23.9772,0.00141591
111.92,23.9787,0.0708239
111.96,23.9829,0.139708
112,23.9899,0.208008
112.04,23.9995,0.275665
112.08,24.0119,0.342618
112.12,24.0269,0.408804
112.16,24.0446,0.474156
112.2,24.0649,0.538606
112.24,24.0877,0.602082
112.28,24.113,0.664506
112.32,24.1408,0.725798
112.36,24.1711,0.785875
112.4,24.2037,0.844646
112.44,24.2386,0.90202
112.48,24.2758,0.957898
112.52,24.3152,1.01218
112.56,24.3568,1.06477
112.6,24.4004,1.11555
112.64,24.446,1.16443
112.68,24.4935,1.21129
112.72,24.5429,1.25602
112.76,24.594,1.29854
112.8,24.6467,1.33872
112.84,24.701,1.37648
112.88,24.7568,1.41173
112.92,24.8139,1.44438
112.96,24.8723,1.47437
113,24.9318,1.50161
113.04,24.9924,1.52606
113.08,25.0539,1.54769
113.12,25.1162,1.56645
113.16,25.1792,1.58234
113.2,25.2427,1.59536
113.24,25.3068,1.60552
113.28,25.3711,1.61285
113.32,25.4357,1.6174
113.36,25.5005,1.61923
113.4,25.5652,1.6184
113.44,25.6299,1.61501
113.48,25.6944,1.60915
113.52,25.7586,1.60092
113.56,25.8225,1.59045
113.6,25.8858,1.57786
113.64,25.9487,1.56327
113.68,26.0109,1.54683
113.72,26.0724,1.52867
113.76,26.1331,1.50892
113.8,26.1931,1.48774
113.84,26.2521,1.46524
113.88,26.3103,1.44158
113.92,26.3675,1.41688
113.96,26.4236,1.39127
114,26.4787,1.36486
114.04,26.5328,1.33778
114.08,26.5858,1.31013
114.12,26.6376,1.282
114.16,26.6883,1.25351
114.2,26.7379,1.22472
114.24,26.7863,1.19572
114.28,26.8335,1.16657
114.32,26.8796,1.13734
114.36,26.9245,1.10809
114.4,26.9683,1.07885
114.44,27.0108,1.04967
114.48,27.0522,1.02058
114.52,27.0925,0.991616
114.56,27.1316,0.962788
114.6,27.1695,0.934115
114.64,27.2063,0.905608
114.68,27.242,0.877271
114.72,27.2765,0.849105
114.76,27.3099,0.821109
114.8,27.3422,0.793274
114.84,27.3734,0.765591
114.88,27.4034,0.738047
114.92,27.4324,0.710626
114.96,27.4603,0.68331
115,27.4871,0.65608
115.04,27.5128,0.628913
115.08,27.5374,0.601786
115.12,27.5609,0.574675
115.16,27.5834,0.547553
115.2,27.6047,0.520394
115.24,27.625,0.493171
115.28,27.6442,0.465855
115.32,27.6622,0.438418
115.36,27.6792,0.41083
115.4,27.6951,0.383064
115.44,27.7099,0.355089
115.48,27.7235,0.326876
115.52,27.736,0.298397
115.56,27.7474,0.269621
115.6,27.7576,0.240521
115.64,27.7666,0.211067
115.68,27.7745,0.181231
115.72,27.7811,0.150986
115.76,27.7865,0.120302
115.8,27.7907,0.0891542
115.84,27.7937,0.0575143
115.88,27.7953,0.0253562
115.92,27.7957,-0.00734585
115.96,27.7947,-0.0406173
116,27.7924,-0.0744828
116.04,27.7888,-0.108967
116.08,27.7837,-0.144092
116.12,27.7772,-0.179882
116.16,27.7693,-0.216358
116.2,27.7599,-0.253541
116.24,27.749,-0.291452
116.28,27.7366,-0.330109
116.32,27.7226,-0.36953
116.36,27.707,-0.40973
116.4,27.6898,-0.450726
116.44,27.6709,-0.492529
116.48,27.6504,-0.53515
116.52,27.6281,-0.578598
116.56,27.6041,-0.622877
116.6,27.5783,-0.667992
116.64,27.5506,-0.713941
116.68,27.5212,-0.760719
116.72,27.4898,-0.808317
116.76,27.4565,-0.856721
116.8,27.4212,-0.905911
116.84,27.384,-0.955861
116.88,27.3447,-1.00654
116.92,27.3035,-1.0579
116.96,27.2601,-1.1099
117,27.2147,-1.16248
117.04,27.1671,-1.21558
117.08,27.1174,-1.2691
117.12,27.0656,-1.32296
117.16,27.0116,-1.37706
117.2,26.9554,-1.43129
117.24,26.8971,-1.4855
117.28,26.8366,-1.53956
117.32,26.7739,-1.59331
117.36,26.7091,-1.64658
117.4,26.6422,-1.69918
117.44,26.5732,-1.75092
117.48,26.5021,-1.80157
117.52,26.4291,-1.85093
117.56,26.3541,-1.89876
117.6,26.2772,-1.94481
117.64,26.1985,-1.98886
117.68,26.1181,-2.03065
117.72,26.0361,-2.06994
117.76,25.9526,-2.1065
117.8,25.8676,-2.1401
117.84,25.7814,-2.17052
117.88,25.694,-2.19757
117.92,25.6056,-2.22108
117.96,25.5164,-2.2409
118,25.4264,-2.2569
118.04,25.3359,-2.26901
118.08,25.2449,-2.27716
118.12,25.1538,-2.28134
118.16,25.0625,-2.28155
118.2,24.9713,-2.27787
118.24,24.8803,-2.27037
118.28,24.7897,-2.25918
118.32,24.6996,-2.24444
118.36,24.6102,-2.22635
118.4,24.5216,-2.20511
118.44,24.4338,-2.18094
118.48,24.3471,-2.15408
118.52,24.2615,-2.12479
118.56,24.1772,-2.09334
118.6,24.0941,-2.05999
118.64,24.0124,-2.02501
118.68,23.9321,-1.98865
118.72,23.8533,-1.95118
118.76,23.776,-1.91283
118.8,23.7003,-1.87386
118.84,23.6261,-1.83446
118.88,23.5535,-1.79486
118.92,23.4825,-1.75523
118.96,23.4131,-1.71576
119,23.3453,-1.67658
119.04,23.279,-1.63786
119.08,23.2142,-1.59969
119.12,23.151,-1.5622
119.16,23.0893,-1.52546
119.2,23.029,-1.48956
119.24,22.9701,-1.45456
119.28,22.9126,-1.4205
119.32,22.8564,-1.38743
119.36,22.8016,-1.35536
119.4,22.748,-1.32432
119.44,22.6956,-1.29432
119.48,22.6444,-1.26535
119.52,22.5944,-1.23741
119.56,22.5454,-1.21049
119.6,22.4975,-1.18457
119.64,22.4506,-1.15963
119.68,22.4047,-1.13564
119.72,22.3598,-1.11257
119.76,22.3157,-1.09039
119.8,22.2725,-1.06906
119.84,22.2302,-1.04856
119.88,22.1886,-1.02884
119.92,22.1479,-1.00987
119.96,22.1078,-0.991607
120,22.0685,-0.974009
120.04,22.0299,-0.95704
120.08,21.992,-0.940661
120.12,21.9546,-0.924832
120.16,21.918,-0.909516
120.2,21.8819,-0.894674
120.24,21.8464,-0.880269
120.28,21.8114,-0.866265
120.32,21.7771,-0.852626
120.36,21.7432,-0.839317
120.4,21.7099,-0.826306
120.44,21.6771,-0.813559
120.48,21.6448,-0.801046
120.52,21.613,-0.788735
120.56,21.5817,-0.776599
120.6,21.5509,-0.764608
120.64,21.5206,-0.752738
120.68,21.4907,-0.740962
120.72,21.4613,-0.729256
120.76,21.4323,-0.717598
120.8,21.4039,-0.705967
120.84,21.3759,-0.694342
120.88,21.3483,-0.682705
120.92,21.3213,-0.671039
120.96,21.2946,-0.659328
121,21.2685,-0.647556
121.04,21.2428,-0.635712
121.08,21.2177,-0.623783
121.12,21.1929,-0.611759
121.16,21.1687,-0.59963
121.2,21.145,-0.58739
121.24,21.1217,-0.575032
121.28,21.099,-0.56255
121.32,21.0767,-0.549943
121.36,21.055,-0.537207
121.4,21.0337,-0.524342
121.44,21.013,-0.511348
121.48,20.9928,-0.498228
121.52,20.9732,-0.484985
121.56,20.954,-0.471622
121.6,20.9354,-0.458147
121.64,20.9174,-0.444565
121.68,20.8999,-0.430885
121.72,20.8829,-0.417117
121.76,20.8665,-0.403272
121.8,20.8507,-0.389359
121.84,20.8354,-0.375394
121.88,20.8206,-0.361388
121.92,20.8065,-0.347357
121.96,20.7928,-0.333316
122,20.7798,-0.319282
122.04,20.7673,-0.305272
122.08,20.7554,-0.291303
122.12,20.744,-0.277395
122.16,20.7332,-0.263567
122.2,20.7229,-0.249838
122.24,20.7132,-0.236229
122.28,20.704,-0.222761
122.32,20.6954,-0.209455
122.36,20.6873,-0.196333
122.4,20.6797,-0.183415
122.44,20.6726,-0.170726
122.48,20.666,-0.158286
122.52,20.6599,-0.146117
122.56,20.6543,-0.134243
122.6,20.6492,-0.122686
122.64,20.6445,-0.111467
122.68,20.6402,-0.100609
122.72,20.6364,-0.0901345
122.76,20.633,-0.0800647
122.8,20.63,-0.0704212
122.84,20.6274,-0.0612254
122.88,20.6251,-0.0524983
122.92,20.6232,-0.0442605
122.96,20.6216,-0.0365322
123,20.6203,-0.0293332
123.04,20.6192,-0.0226831
123.08,20.6184,-0.0166007
123.12,20.6179,-0.0111045
123.16,20.6175,-0.00621246
123.2,20.6174,-0.00194209
123.24,20.6174,0.00168966
123.28,20.6175,0.00466638
123.32,20.6177,0.00697216
123.36,20.618,0.00859167
123.4,20.6184,0.00951011
123.44,20.6188,0.00971324
123.48,20.6192,0.00918738
123.52,20.6195,0.00791941
123.56,20.6198,0.00589676
123.6,20.62,0.00310745
123.64,20.62,-0.000459958
123.68,20.6199,-0.0048163
123.72,20.6196,-0.00997187
123.76,20.6191,-0.0159363
123.8,20.6184,-0.0227188
123.84,20.6173,-0.0303277
123.88,20.6159,-0.038771
123.92,20.6142,-0.0480559
123.96,20.6121,-0.0581889
124,20.6095,-0.069176
124.04,20.6065,-0.0810223
124.08,20.603,-0.0937322
124.12,20.599,-0.107309
124.16,20.5944,-0.121757
124.2,20.5893,-0.137076
124.24,20.5835,-0.153269
124.28,20.577,-0.170334
124.32,20.5698,-0.188272
124.36,20.5619,-0.207079
124.4,20.5532,-0.226752
124.44,20.5438,-0.247287
124.48,20.5334,-0.268677
124.52,20.5223,-0.290914
124.56,20.5102,-0.313989
124.6,20.4971,-0.33789
124.64,20.4831,-0.362604
124.68,20.4681,-0.388117
124.72,20.4521,-0.414409
124.76,20.4349,-0.441462
124.8,20.4167,-0.469252
124.84,20.3974,-0.497754
124.88,20.3769,-0.526941
124.92,20.3552,-0.55678
124.96,20.3323,-0.587237
125,20.3082,-0.618275
125.04,20.2829,-0.649851
125.08,20.2562,-0.681919
125.12,20.2283,-0.714432
125.16,20.1991,-0.747335
125.2,20.1685,-0.78057
125.24,20.1366,-0.814077
125.28,20.1034,-0.847789
125.32,20.0688,-0.881636
125.36,20.0329,-0.915544
125.4,19.9956,-0.949434
125.44,19.9569,-0.983222
125.48,19.9169,-1.01682
125.52,19.8756,-1.05015
125.56,19.8329,-1.0831
125.6,19.7889,-1.11559
125.64,19.7437,-1.14751
125.68,19.6971,-1.17877
125.72,19.6494,-1.20927
125.76,19.6004,-1.23889
125.8,19.5503,-1.26755
125.84,19.499,-1.29514
125.88,19.4467,-1.32156
125.92,19.3933,-1.34672
125.96,19.339,-1.37053
126,19.2837,-1.3929
126.04,19.2276,-1.41375
126.08,19.1706,-1.43302
126.12,19.1129,-1.45062
126.16,19.0546,-1.46652
126.2,18.9956,-1.48066
126.24,18.9362,-1.493
126.28,18.8762,-1.50352
126.32,18.8159,-1.5122
126.36,18.7553,-1.51904
126.4,18.6944,-1.52405
126.44,18.6334,-1.52724
126.48,18.5722,-1.52864
126.52,18.5111,-1.52829
126.56,18.45,-1.52625
126.6,18.389,-1.52257
126.64,18.3282,-1.51732
126.68,18.2677,-1.51057
126.72,18.2074,-1.50242
126.76,18.1475,-1.49295
126.8,18.088,-1.48226
126.84,18.0289,-1.47043
126.88,17.9704,-1.45759
126.92,17.9123,-1.44382
126.96,17.8549,-1.42923
127,17.798,-1.41392
127.04,17.7418,-1.39801
127.08,17.6862,-1.38158
127.12,17.6312,-1.36474
127.16,17.577,-1.34758
127.2,17.5234,-1.3302
127.24,17.4706,-1.31268
127.28,17.4184,-1.29511
127.32,17.367,-1.27756
127.36,17.3162,-1.2601
127.4,17.2661,-1.24281
127.44,17.2168,-1.22575
127.48,17.1681,-1.20897
127.52,17.1201,-1.19253
127.56,17.0727,-1.17648
127.6,17.0259,-1.16085
127.64,16.9798,-1.14568
127.68,16.9343,-1.13102
127.72,16.8893,-1.11687
127.76,16.8449,-1.10328
127.8,16.801,-1.09025
127.84,16.7577,-1.07781
127.88,16.7148,-1.06598
127.92,16.6724,-1.05475
127.96,16.6304,-1.04413
128,16.5889,-1.03414
128.04,16.5477,-1.02477
128.08,16.5069,-1.01602
128.12,16.4664,-1.00789
128.16,16.4262,-1.00037
128.2,16.3864,-0.993469
128.24,16.3467,-0.987167
128.28,16.3074,-0.98146
128.32,16.2682,-0.976337
128.36,16.2293,-0.971788
128.4,16.1905,-0.967801
128.44,16.1518,-0.964364
128.48,16.1133,-0.961463
128.52,16.0749,-0.959085
128.56,16.0366,-0.957216
128.6,15.9983,-0.955841
128.64,15.9601,-0.954945
128.68,15.9219,-0.954512
128.72,15.8837,-0.954525
128.76,15.8456,-0.954968
128.8,15.8073,-0.955825
128.84,15.7691,-0.957078
128.88,15.7308,-0.958709
128.92,15.6924,-0.960699
128.96,15.6539,-0.963031
129,15.6153,-0.965684
129.04,15.5766,-0.968639
129.08,15.5378,-0.971875
129.12,15.4989,-0.975372
129.16,15.4598,-0.979107
129.2,15.4206,-0.983057
129.24,15.3812,-0.987199
129.28,15.3416,-0.991509
129.32,15.3018,-0.995961
129.36,15.2619,-1.00053
129.4,15.2218,-1.00519
129.44,15.1815,-1.0099
129.48,15.141,-1.01465
129.52,15.1003,-1.01939
129.56,15.0594,-1.02411
129.6,15.0184,-1.02875
129.64,14.9771,-1.0333
129.68,14.9357,-1.0377
129.72,14.8941,-1.04194
129.76,14.8524,-1.04596
129.8,14.8105,-1.04973
129.84,14.7684,-1.05321
129.88,14.7262,-1.05636
129.92,14.6839,-1.05913
129.96,14.6415,-1.06148
130,14.599,-1.06337
130.04,14.5564,-1.06475
130.08,14.5138,-1.06558
130.12,14.4712,-1.06582
130.16,14.4286,-1.06541
130.2,14.386,-1.06433
130.24,14.3434,-1.06251
130.28,14.301,-1.05993
130.32,14.2586,-1.05653
130.36,14.2165,-1.05229
130.4,14.1745,-1.04715
130.44,14.1327,-1.0411
130.48,14.0912,-1.03408
130.52,14.05,-1.02608
130.56,14.0091,-1.01706
130.6,13.9686,-1.00701
130.64,13.9286,-0.995895
130.68,13.889,-0.983704
130.72,13.8499,-0.970423
130.76,13.8114,-0.956046
130.8,13.7734,-0.940567
130.84,13.7361,-0.923986
130.88,13.6995,-0.90631
130.92,13.6636,-0.887548
130.96,13.6285,-0.867715
131,13.5942,-0.84683
131.04,13.5608,-0.824917
131.08,13.5283,-0.802005
131.12,13.4966,-0.778128
131.16,13.466,-0.753322
131.2,13.4364,-0.727631
131.24,13.4078,-0.7011
131.28,13.3803,-0.673778
131.32,13.3539,-0.645719
131.36,13.3287,-0.616979
131.4,13.3046,-0.587618
131.44,13.2817,-0.557698
131.48,13.26,-0.527282
131.52,13.2395,-0.496438
131.56,13.2203,-0.465234
131.6,13.2023,-0.433739
131.64,13.1856,-0.402025
131.68,13.1701,-0.370162
131.72,13.1559,-0.338222
131.76,13.1431,-0.306279
131.8,13.1314,-0.274404
131.84,13.1211,-0.242668
131.88,13.112,-0.211144
131.92,13.1042,-0.179902
131.96,13.0976,-0.149011
132,13.0923,-0.118539
132.04,13.0881,-0.0885522
132.08,13.0852,-0.0591166
132.12,13.0834,-0.0302947
132.16,13.0828,-0.00214782
132.2,13.0832,0.0252652
132.24,13.0848,0.0518878
132.28,13.0874,0.0776657
132.32,13.091,0.102547
132.36,13.0956,0.126483
132.4,13.1011,0.149428
132.44,13.1075,0.171337
132.48,13.1148,0.192171
132.52,13.1229,0.211891
132.56,13.1317,0.230463
132.6,13.1413,0.247855
132.64,13.1515,0.264038
132.68,13.1624,0.278987
132.72,13.1738,0.292679
132.76,13.1858,0.305094
132.8,13.1982,0.316216
132.84,13.2111,0.326031
132.88,13.2243,0.334528
132.92,13.2378,0.341698
132.96,13.2516,0.347536
133,13.2656,0.35204
133.04,13.2797,0.35521
133.08,13.294,0.357047
133.12,13.3083,0.357556
133.16,13.3226,0.356744
133.2,13.3368,0.35462
133.24,13.3509,0.351195
133.28,13.3649,0.346481
133.32,13.3786,0.340494
133.36,13.3921,0.33325
133.4,13.4053,0.324766
133.44,13.4181,0.315061
133.48,13.4305,0.304157
133.52,13.4424,0.292074
133.56,13.4538,0.278835
133.6,13.4647,0.264464
133.64,13.4749,0.248987
133.68,13.4846,0.232428
133.72,13.4935,0.214813
133.76,13.5018,0.19617
133.8,13.5092,0.176527
133.84,13.5159,0.155912
133.88,13.5217,0.134353
133.92,13.5266,0.111882
133.96,13.5306,0.0885274
134,13.5337,0.0643214
134.04,13.5357,0.0392954
134.08,13.5368,0.013482
134.12,13.5368,-0.0130854
134.16,13.5357,-0.0403728
134.2,13.5336,-0.0683449
134.24,13.5303,-0.0969658
134.28,13.5258,-0.126198
134.32,13.5202,-0.156004
134.36,13.5133,-0.186343
134.4,13.5053,-0.217175
134.44,13.4959,-0.248458
134.48,13.4854,-0.280147
134.52,13.4735,-0.312197
134.56,13.4604,-0.344562
134.6,13.446,-0.377192
134.64,13.4302,-0.410036
134.68,13.4132,-0.443043
134.72,13.3948,-0.476159
134.76,13.3751,-0.509326
134.8,13.354,-0.542488
134.84,13.3317,-0.575584
134.88,13.308,-0.608554
134.92,13.283,-0.641333
134.96,13.2567,-0.673857
135,13.2291,-0.706061
135.04,13.2002,-0.737878
135.08,13.17,-0.769238
135.12,13.1387,-0.800074
135.16,13.1061,-0.830317
135.2,13.0722,-0.859897
135.24,13.0373,-0.888746
135.28,13.0012,-0.916796
135.32,12.9639,-0.943979
135.36,12.9256,-0.970231
135.4,12.8863,-0.995489
135.44,12.846,-1.01969
135.48,12.8048,-1.04278
135.52,12.7626,-1.0647
135.56,12.7196,-1.08541
135.6,12.6758,-1.10485
135.64,12.6312,-1.12299
135.68,12.586,-1.13979
135.72,12.5401,-1.15521
135.76,12.4936,-1.16925
135.8,12.4466,-1.18187
135.84,12.3991,-1.19307
135.88,12.3511,-1.20285
135.92,12.3028,-1.21119
135.96,12.2543,-1.21812
136,12.2054,-1.22364
136.04,12.1564,-1.22777
136.08,12.1072,-1.23055
136.12,12.058,-1.232
136.16,12.0087,-1.23216
136.2,11.9594,-1.23108
136.24,11.9102,-1.22879
136.28,11.8611,-1.22536
136.32,11.8122,-1.22083
136.36,11.7635,-1.21527
136.4,11.715,-1.20873
136.44,11.6668,-1.20127
136.48,11.6189,-1.19296
136.52,11.5713,-1.18387
136.56,11.5242,-1.17405
136.6,11.4774,-1.16357
136.64,11.4311,-1.15249
136.68,11.3852,-1.14087
136.72,11.3398,-1.12878
136.76,11.2949,-1.11628
136.8,11.2505,-1.10342
136.84,11.2067,-1.09025
136.88,11.1633,-1.07682
136.92,11.1205,-1.06319
136.96,11.0783,-1.04941
137,11.0366,-1.0355
137.04,10.9954,-1.02152
137.08,10.9549,-1.00749
137.12,10.9148,-0.993462
137.16,10.8754,-0.979451
137.2,10.8365,-0.965489
137.24,10.7981,-0.951599
137.28,10.7603,-0.937801
137.32,10.7231,-0.924113
137.36,10.6864,-0.91055
137.4,10.6503,-0.897124
137.44,10.6146,-0.883844
137.48,10.5796,-0.870718
137.52,10.545,-0.857751
137.56,10.5109,-0.844944
137.6,10.4774,-0.832299
137.64,10.4443,-0.819815
137.68,10.4118,-0.807487
137.72,10.3797,-0.795312
137.76,10.3482,-0.783283
137.8,10.3171,-0.771393
137.84,10.2865,-0.759632
137.88,10.2563,-0.74799
137.92,10.2266,-0.736457
137.96,10.1974,-0.72502
138,10.1686,-0.713666
138.04,10.1403,-0.702382
138.08,10.1124,-0.691154
138.12,10.085,-0.679966
138.16,10.058,-0.668803
138.2,10.0315,-0.657649
138.24,10.0054,-0.646488
138.28,9.97978,-0.635303
138.32,9.95459,-0.624078
138.36,9.92986,-0.612796
138.4,9.90557,-0.601439
138.44,9.88174,-0.58999
138.48,9.85837,-0.578433
138.52,9.83547,-0.566749
138.56,9.81304,-0.554922
138.6,9.79108,-0.542934
138.64,9.7696,-0.530768
138.68,9.74862,-0.518408
138.72,9.72813,-0.505835
138.76,9.70816,-0.493035
138.8,9.68869,-0.479989
138.84,9.66976,-0.466682
138.88,9.65136,-0.453098
138.92,9.63352,-0.439221
138.96,9.61623,-0.425036
139,9.59952,-0.410526
139.04,9.58339,-0.395678
139.08,9.56787,-0.380476
139.12,9.55296,-0.364906
139.16,9.53868,-0.348954
139.2,9.52505,-0.332606
139.24,9.51208,-0.315849
139.28,9.49979,-0.298669
139.32,9.48819,-0.281055
139.36,9.47731,-0.262992
139.4,9.46716,-0.24447
139.44,9.45776,-0.225476
139.48,9.44913,-0.205998
139.52,9.44128,-0.186026
139.56,9.43425,-0.165548
139.6,9.42805,-0.144553
139.64,9.42269,-0.12303
139.68,9.41821,-0.10097
139.72,9.41462,-0.0783619
139.76,9.41195,-0.0551955
139.8,9.41021,-0.031461
139.84,9.40944,-0.00714842
139.88,9.40965,0.0177521
139.92,9.41087,0.0432502
139.96,9.41312,0.0693559
140,9.41643,0.0960789
140.04,9.42081,0.123429
140.08,9.42631,0.151417
140.12,9.43294,0.180051
140.16,9.44072,0.209344
140.2,9.44969,0.239304
