Time,Angle,AngularVelocity
179.6,26.8869,1.10836
179.64,26.9309,1.09198
179.68,26.9742,1.07584
179.72,27.017,1.05998
179.76,27.0591,1.04442
179.8,27.1005,1.02918
179.84,27.1414,1.01428
179.88,27.1817,0.999738
179.92,27.2214,0.985561
179.96,27.2605,0.971758
180,27.2991,0.958334
180.04,27.3372,0.945293
